Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter2_90005a19		Die Macht der nahezu absoluten Gewissheit ist so, als würde man 1.000 mal hintereinander Lotto spielen und 999 mal gewinnt man den Jackpot und einmal nur den nächst höchsten Preis.	game/Story/ch2.rpy	139	"[what]"
chapter2_90116817		Man kann zwar nicht absolut immer den Jackpot holen, aber der zweite Preis ist auch nicht weniger wert.	game/Story/ch2.rpy	140	"[what]"
chapter2_ffcc9d21		Erfolg im Leben, Erfolg bei allen was man sich vornimmt, das kann die Hexe der Gewissheit garantieren.	game/Story/ch2.rpy	141	"[what]"
chapter2_8ce39091	ber	Dann gibt es noch die Hexe des Theaterbesuchs und der Zuschauerschaft.	game/Story/ch2.rpy	142	ber "[what]"
chapter2_ef03e1e6	extend	 ...Sie kontrolliert keine der Zahlen, aber sie duldet sie.	game/Story/ch2.rpy	143	extend "[what]"
chapter2_a1072908	bea	Ist das nicht die mächtige Große Hexe Aurora von der ich einmal gehört habe?	game/Story/ch2.rpy	144	bea a13warai1 "[what]"
chapter2_1f8dc4f9	extend	 ....*gacker*..!	game/Story/ch2.rpy	145	extend "[what]"
chapter2_aec6fd7f	extend	 ...Ich habe gehört sie ist unter allen Wesen dieser Welt sowas wie eine Gottheit.	game/Story/ch2.rpy	146	extend "[what]"
chapter2_bc13c680	ber	Für uns Hexen ist sie das definitiv, sie mischt sich aber selten ein, sie beobachtet alles nur.	game/Story/ch2.rpy	147	ber a21defo2 "[what]"
chapter2_545727fa	extend	 ...Unsere Leben sind für sie nur wie ein Narrativ, dass man bis in alle Ewigkeit genießen kann.	game/Story/ch2.rpy	148	extend "[what]"
chapter2_6b76775a	bea	Also sind all die Milliarden von Leben die existieren, für die Große Aurora nur ein paar einfache Abendlektüren?	game/Story/ch2.rpy	149	bea a11akuwarai5 "[what]"
chapter2_ca7f3a7d	extend	 ....*gacker*gacker*..!	game/Story/ch2.rpy	150	extend "[what]"
chapter2_45817246	extend	 ...Das ist in der Tat sehr amüsant!	game/Story/ch2.rpy	151	extend "[what]"
chapter2_32a31d27	ber	Auch wenn sie nur zuschaut, werden wir nur geduldet!	game/Story/ch2.rpy	152	ber a21shian1 "[what]"
chapter2_df843286	extend	 ...es macht ihr nichts aus die Seiten in einem Buch zu verbrennen, wenn sie den Inhalt überdrüssig geworden ist.	game/Story/ch2.rpy	153	extend "[what]"
chapter2_0db55d3a	extend	 ....Die gruseligste Macht aller Hexen.	game/Story/ch2.rpy	154	extend "[what]"
chapter2_81e86a9f		Du lebst jeden Tag deinen normalen Alltag, aber irgendjemand unsichtbares beobachtet dich Tag und Nacht,	game/Story/ch2.rpy	155	"[what]"
chapter2_becc7868	extend	 als wäre dein Leben nur eine Geschichte in einem Buch die von jemanden gelesen wird.	game/Story/ch2.rpy	156	extend "[what]"
chapter2_68b5fcb3		Nur mit dem feinen Unterschied, dass dieser Irgendjemand jederzeit ein Radiergummi benutzen kann um Details aus deinem Leben rauszulöschen oder umzuschreiben.	game/Story/ch2.rpy	157	"[what]"
chapter2_d37ef441	extend	 ...Das Narrativ für eine absurd mächtige Hexe zu sein, ist das alltäglichste für jedes Individum des Universums.	game/Story/ch2.rpy	158	extend "[what]"
chapter2_3d3e8e80		Der Plausch über die verschiedene Hexen dieser Welt während dem Tee trinken und Kekse essen ist zwar ganz nett,	game/Story/ch2.rpy	159	"[what]"
chapter2_cefccfef	extend	 ...aber Beatrice wartet die ganze Zeit auf den Teil, der wirklich wichtig sein soll und wird langsam ungeduldig.	game/Story/ch2.rpy	160	extend "[what]"
chapter2_3dc8314c	bea	Entschuldige, dass ich Euch unterbreche, aber die meisten Dinge waren mir bereits bewusst..	game/Story/ch2.rpy	161	bea a13futeki1 "[what]"
chapter2_61860ad1	extend	 ....*gacker*	game/Story/ch2.rpy	162	extend "[what]"
chapter2_d3c2d482	extend	 ...Was wollt ihr mir wirklich sagen?	game/Story/ch2.rpy	163	extend "[what]"
chapter2_d21a1015	ber	Du hast es also bemerkt?	game/Story/ch2.rpy	164	ber "[what]"
chapter2_5123962d	extend	 ...Eigentlich bist du mir völlig egal, aber ich erzähle es dir trotzdem.	game/Story/ch2.rpy	165	extend a21defo2 "[what]"
chapter2_bd2927cd	bea	*gacker*gacker*..!	game/Story/ch2.rpy	166	bea a13warai1 "[what]"
chapter2_30ef6cde	extend	 ...Ich höre Euch sehr gerne zu, Großes Fräulein Bernkastel.	game/Story/ch2.rpy	167	extend "[what]"
chapter2_f249bceb	ber	 ......Ich erzähl dir das nur ein einziges mal, verstanden?	game/Story/ch2.rpy	168	ber a21defo1 "[what]"
chapter2_6bf37d8e	extend	 ....Du bist normalerweise nicht mal ein Zehntel meiner Zeit wert, ist das klar?	game/Story/ch2.rpy	169	extend "[what]"
chapter2_982ecdd9	ber	Die mächtigste Hexe ist definitiv die Große Hexe Auauau...	game/Story/ch2.rpy	177	ber "[what]"
chapter2_1c6a73e4	extend	 .....Wer hat sich diesen Namen ausgedacht? Ich will meine geliebten Kitties auf denjenigen loslassen....	game/Story/ch2.rpy	178	extend a21niramu1 "[what]"
chapter2_9defc942	extend	 ...Auch nur einen Teil ihres viel zu langen Namens aussprechen zu müssen ist absolut lästig...	game/Story/ch2.rpy	179	extend "[what]"
chapter2_02bc729a	extend	 ...Featherine Augustus Auauauauauaua...... hmpf....	game/Story/ch2.rpy	180	extend "[what]"
chapter2_171d5a71	ber	Sie mag zwar die mächtigste Hexe sein, aber das mächtigste Wesen ist sie definitiv nicht.	game/Story/ch2.rpy	181	ber a21warai4 "[what]"
chapter2_ea152705	bea	Es gibt etwas mächtigeres als Fräulein Aurora?	game/Story/ch2.rpy	183	bea "[what]"
chapter2_61e26ae2	extend	 ...Das hat in der Tat mein Interesse geweckt.	game/Story/ch2.rpy	184	extend "[what]"
chapter2_8d79ee51	extend	 *gacker*gacker*...!	game/Story/ch2.rpy	185	extend "[what]"
chapter2_f0048669	ber	Sei ruhig und hör zu...	game/Story/ch2.rpy	186	ber "[what]"
chapter2_976852b9	ber	...Das komplette Universum zusammengefasst besteht aus der Domäne der Menschen und der {note_green}Metawelt{/note_green}.	game/Story/ch2.rpy	187	ber "[what]"
chapter2_2b395c97	extend	 ...Diese Metawelt in der wir uns befinden ist in Hierachien und Ebenen aufgeteilt.	game/Story/ch2.rpy	188	extend "[what]"
chapter2_3597e33b	extend	 ....Wir befinden uns auf der Hohen Ebene und somit in einer höheren Dimension, als normale Menschen.	game/Story/ch2.rpy	189	extend "[what]"
chapter2_4ef4eeca	ber	Du hast es vollbracht, als du zur Hexe wurdest, ein komplettes Territorium zu beanspruchen.	game/Story/ch2.rpy	190	ber "[what]"
chapter2_ec272a73	extend	 ...Die Rede ist von deinem sogenannten Goldenen Land, dass direkt über uns liegt und mit diesem Raum verbunden ist.	game/Story/ch2.rpy	191	extend "[what]"
chapter2_36de1f59	extend	 ...Es ist vorher nur sehr wenigen gelungen sofort ein komplettes Territorium zu beanspruchen.	game/Story/ch2.rpy	192	extend "[what]"
chapter2_18f31879	ber	In dieser Ebene liegt deine Existenz als Territorialherr.	game/Story/ch2.rpy	193	ber "[what]"
chapter2_3f3534eb		Die Metawelt oder auch die Welt der Hexen und anderen nicht menschlichen Wesen ist in anderen Worten das Universum selber.	game/Story/ch2.rpy	195	"[what]"
chapter2_6b6d1efd	extend	 In diesem gibt es mehrere Ebenen wie zum Beispiel der See der Fragmente, der von Bernkastel kontrolliert wird.	game/Story/ch2.rpy	196	extend "[what]"
chapter2_3370e0d6		In diesem See befinden sich mehrere Milliarden Fragmente und ein Fragment ist sowas wie eine komplett eigene Welt.	game/Story/ch2.rpy	197	"[what]"
chapter2_a4069f81	extend	 Alle Fragmente befolgen die selben Regeln, aber jedes Fragment unterscheidet sich von dem anderen.	game/Story/ch2.rpy	198	extend "[what]"
chapter2_caa5a316		In dem einen Fragment hast du dir Nudeln zum Mittagessen gemacht, in einem anderen hast du dir stattdessen was zu Essen bestellt.	game/Story/ch2.rpy	199	"[what]"
chapter2_1960f545	extend	 ...Oder in einer Welt wurdest du von einem Auto überfahren und in der anderen, hat das Auto dich knapp verfehlt.	game/Story/ch2.rpy	200	extend "[what]"
chapter2_6b23d8ce	extend	 Jedes Fragment ist einzigartig und definitiv wert mal im See der Fragmente besucht zu werden.	game/Story/ch2.rpy	201	extend "[what]"
chapter2_6c4de74c		Bernkastels Aura fängt plötzlich an sich zu verändern, ihre Gleichgültige Aura veränderte sich plötzlich in etwas undefinierbares.	game/Story/ch2.rpy	204	"[what]"
chapter2_ce0a42f5	extend	 ...Beato ist das sofort aufgefallen, es ist plötzlich ein dezenter Hauch von Angst in der Luft.	game/Story/ch2.rpy	209	extend "[what]"
chapter2_4f0a6039	ber	Ganz weit draußen auf der höchsten Ebene.....	game/Story/ch2.rpy	210	ber "[what]"
chapter2_fbd3b527	extend	 .....Sogar noch höher als Auauaus Territorium befinden sich die Ebene der grenzenlosen Götter und Schöpfer.	game/Story/ch2.rpy	211	extend "[what]"
chapter2_018016fb	extend	 ...Es heißt zwar dort befinden sich 'die' Grenzenlosen Götter und Schöpfer, aber das ist falsch.	game/Story/ch2.rpy	212	extend "[what]"
chapter2_ef796633	ber	Es gibt nicht die Götter und die Schöpfer,	game/Story/ch2.rpy	214	ber "[what]"
chapter2_12e50602	extend	 sondern es gibt nur einen einzigen.	game/Story/ch2.rpy	215	extend "[what]"
chapter2_3e8370bb	extend	 Dieser eine Gott ist auch der Schöpfer unserer Welt.	game/Story/ch2.rpy	216	extend "[what]"
chapter2_dfb848e4	ber	Diese Gottheit soll sogar mal ein einfacher Mensch gewesen sein.	game/Story/ch2.rpy	217	ber "[what]"
chapter2_63b01a58_1	bea	*gacker*gacker*...!	game/Story/ch2.rpy	223	bea "[what]"
chapter2_b8864619	extend	 ....Ihr wollt mir also erzählen, dass es einen Schöpfergott gibt, der mal ein einfacher Mensch gewesen sein soll?	game/Story/ch2.rpy	224	extend "[what]"
chapter2_32cda414	extend	 ....Ahahaahaha,	game/Story/ch2.rpy	225	extend a11akuwarai2 "[what]"
chapter2_771d4520	extend	 ...Das ist wahrhaftig amüsant,	game/Story/ch2.rpy	226	extend "[what]"
chapter2_4d6243b2	extend	 ....wie soll ein Schöpfergott ein Mensch gewesen sein, wenn er diese Welt erst erschaffen musste?	game/Story/ch2.rpy	227	extend "[what]"
chapter2_292bbafa	ber	...Das ist ganz einfach...	game/Story/ch2.rpy	229	ber "[what]"
chapter2_6ed72bd8	extend	 ...Bevor er unser Universum erschaffen hat, gab es ein einziges Fragment, dass ziellos im ewigen nichts umher wanderte.	game/Story/ch2.rpy	230	extend "[what]"
chapter2_01d22e83	extend	 ...Nein, er kam aus seinem Universum hier her und fand absolut gar nichts vor.	game/Story/ch2.rpy	231	extend "[what]"
chapter2_e29d9c0f	extend	 Er fand Null vor.	game/Story/ch2.rpy	232	extend "[what]"
chapter2_512131de	ber	Es gab nur ihn und sein Fragment, dass in eine leere Welt geschleudert wurde.	game/Story/ch2.rpy	233	ber "[what]"
chapter2_0c7dfc06	extend	 ....Das Urfragment.	game/Story/ch2.rpy	234	extend "[what]"
chapter2_be487eb3	extend	 ...Er hat es irgendwie geschafft als aller erstes Individum aus der Menschenwelt zu entkommen und baute diese Welt auf.	game/Story/ch2.rpy	235	extend a21defo1 "[what]"
chapter2_c89049b2	extend	 ...Er war es der vor einer Quadrillion Jahren, die Ebenen der Metawelt erschaffen hat und auch der, der Auauau erschaffen hat.	game/Story/ch2.rpy	236	extend "[what]"
chapter2_eebc1c9e	ber	So lauten die Überlieferungen, die innerhalb der Hexen und Dämonen seit mehreren Milliarden Jahren weitergegeben wurden.	game/Story/ch2.rpy	237	ber "[what]"
chapter2_acd85801	extend	 ...Natürlich gibt es keinen Beweis, dass diese Gottheit wirklich existiert...	game/Story/ch2.rpy	238	extend "[what]"
chapter2_3870a2ae	extend	 ....Ich habe in meiner Lebensspanne als Hexe im See der Fragmente auch nie ein derartiges Fragment gefunden, dass man als das Urfragment bezeichnen könnte.	game/Story/ch2.rpy	239	extend "[what]"
chapter2_d6b818c5	ber	Das Konzept eines Urfragments in einem See voller Parallelwelten entzieht sich auch jeglicher Logik.	game/Story/ch2.rpy	240	ber a21defo2 "[what]"
chapter2_eac0016a	extend	 ...Es kann nicht die eine 'Erste Welt' geben, denn so funktionieren Parallelwelten nicht.	game/Story/ch2.rpy	241	extend "[what]"
chapter2_6a517087	extend	 ...Jedoch, hat Auauau mir einmal eine Antwort gegeben....	game/Story/ch2.rpy	242	extend "[what]"
chapter2_3a78d59b	extend	 ...Sie sagte mir einmal...	game/Story/ch2.rpy	243	extend "[what]"
chapter2_d20d9bc6	extend	 ...'Für den von der Null erwählten, ist das Konzept der Existenz obsolet.'	game/Story/ch2.rpy	245	extend "[what]"
chapter2_8f87bc0c	bea	Der von der Null erwählte?	game/Story/ch2.rpy	246	bea a11warai1 "[what]"
chapter2_1f6a969a	extend	 ...Wie überaus interessant.	game/Story/ch2.rpy	247	extend "[what]"
chapter2_506be79f	extend	 ...Diese Gottheit ist trotzdem absolut beeindruckend, er scheint eine so unglaublich starke Macht zu besitzen, dass er ein nahezu unendliches Universum aus dem nichts erschaffen konnte.	game/Story/ch2.rpy	248	extend "[what]"
chapter2_59a3616f	extend	 ...Zu gerne würde ich diesen Gott einmal treffen, auch wenn es mir das Blut in den Adern gefrieren würde und es mich auf der Stelle vernichten würde.	game/Story/ch2.rpy	249	extend "[what]"
chapter2_4f415b31	ber	Sei nicht dumm...	game/Story/ch2.rpy	250	ber "[what]"
chapter2_d10fcb7a	extend	 ...Er würde dich nicht mal bemerken, er hat nichts für unbedeutene Hexen wie dich und mich übrig.	game/Story/ch2.rpy	251	extend "[what]"
chapter2_6e77d7a9	bea	Das ist hart, selbst für eine legendäre Hexe wie Ihr es seid.	game/Story/ch2.rpy	252	bea a11gaman4 "[what]"
chapter2_84dbed11	ber	Dadurch dass er diese Welt und seine Regeln erschaffen hat, besitzt er eine unglaubliche Macht, die nicht mal Auauau besitzt.	game/Story/ch2.rpy	253	ber a21shian1 "[what]"
chapter2_1cd48a33	extend	 Er hat die Macht von Null. Er kontrolliert die Null von der jede Hexe träumt sie zu kontrollieren.	game/Story/ch2.rpy	254	extend "[what]"
chapter2_9df05002	extend	 ...Er ist der, der die Limits von Null durchbrochen hat.	game/Story/ch2.rpy	255	extend "[what]"
chapter2_dcb749d3	bea	Oho,	game/Story/ch2.rpy	256	bea a11futeki2 "[what]"
chapter2_f93ca54b	extend	 ....ein Individum, dass alle Hexen in den Schatten stellt, klingt mehr als nur beängstigend.	game/Story/ch2.rpy	257	extend "[what]"
chapter2_385f9e9b	extend	 ...Ein Individum, dass selbst mein Spiel mit leichtigkeit gewinnen könnte...	game/Story/ch2.rpy	258	extend "[what]"
chapter2_fbfb1d1d	ber	Er würde dein Spiel in eine Quadrillion Stücke zerteilen, wieder zusammensetzen, die Regeln ändern, es eine Milliarde Jahre spielen und dann in die nächst gelegene Mülltonne werfen und dich auslöschen.	game/Story/ch2.rpy	259	ber a21warai4 "[what]"
chapter2_48aacbcb		Plötzlich teleportierte sie sich in eine andere Ecke des Raumes um sprach mit ernster und direkter Stimme.	game/Story/ch2.rpy	268	"[what]"
chapter2_23ca7233	ber	Diese Gottheit, hat keinen Namen, aber da er die Macht der Null besitzt nennt man ihn nur	game/Story/ch2.rpy	269	ber a21defo1 "[what]"
chapter2_6148f668	extend	 ....Fürst Zero die Göttliche Null.	game/Story/ch2.rpy	271	extend "[what]"
chapter2_26c4b369	ber	Du kannst dir seine Macht so vorstellen, egal wie oft du mit deiner Endlosen Magie ein Individum zerteilst, es wird niemals zur Null.	game/Story/ch2.rpy	272	ber "[what]"
chapter2_af390af1	extend	 ...Es ist egal, ob ich Wunder kontrolliere, Zero kann mir die Kontrolle entreißen.	game/Story/ch2.rpy	273	extend "[what]"
chapter2_0038d06e	ber	Selbst wenn etwas definitiv garantiert wird, Zero kann der absoluten Gewissheit entgehen.	game/Story/ch2.rpy	274	ber "[what]"
chapter2_a996b202	extend	 ...Völlig irrelevant, was Auauau duldet und sich ansieht, Zero kann das Narrativ unwiderruflich umschreiben oder für alle Zeiten ausradieren.	game/Story/ch2.rpy	275	extend "[what]"
chapter2_8ad2d2fc	ber	Es ist die gewaltige Macht ein Individum auf Null zu setzen.	game/Story/ch2.rpy	276	ber "[what]"
chapter2_fd0e097c	bea	In anderen Worten, wenn Zero ein Individum auf Null setzt, wird nicht nur die Existenz ausgelöscht, absolut alle Erinnerungen an diese Existenz werden ebenfalls ausgelöscht.	game/Story/ch2.rpy	279	bea "[what]"
chapter2_f50cc775	extend	 ...So als hätte es dieses Individum niemals gegeben.	game/Story/ch2.rpy	280	extend "[what]"
chapter2_9a0e8bf0	ber	Das versteht doch selbst die größte Dumpfbacke mit den kleinsten Gehirnzellen.	game/Story/ch2.rpy	281	ber a21akuwarai2 "[what]"
chapter2_001bb422	extend	 ...Die einzige Möglichkeit gegen Zero gewinnen zu können ist es, wenn er Spielregeln befolgen muss.	game/Story/ch2.rpy	282	extend "[what]"
chapter2_1242fe7a	extend	 ..Diese Regel gilt ebenfalls auch für alle Hexen.	game/Story/ch2.rpy	283	extend "[what]"
chapter2_f12d7ee6	extend	 Wenn alle ihre Kräfte uneingeschränkt nutzen könnten, wären alle Hexen bereits vor Langeweile gestorben...	game/Story/ch2.rpy	284	extend "[what]"
chapter2_cc4e9e73	extend	 ...Und Hexen hassen Langeweile über alles.	game/Story/ch2.rpy	285	extend "[what]"
chapter2_36c15a95	ber	Hexen spielen Spiele gegen andere Hexen um der Langeweile zu entkommen, denn das ist das, was Hexen töten kann.	game/Story/ch2.rpy	286	ber a21warai4 "[what]"
chapter2_69cd2dd4	bea	...Das bedeutet also, er müsste mein Spiel nach den gesetzten Regeln spielen und kann nicht einfach mit seiner Macht schummeln?	game/Story/ch2.rpy	287	bea a11defo2 "[what]"
chapter2_99412784	ber	....Ahahahaha!! ahahahaha!!!	game/Story/ch2.rpy	289	ber a21akuwarai2 "[what]"
chapter2_6f743525	extend	 ...Als hätte eine Gottheit es nötig bei deinem niederen Spiel zu schummeln!	game/Story/ch2.rpy	290	extend "[what]"
chapter2_f29bd5c4	extend	 ...Rokkenjima wäre für ihn nur wie Mensch ärgere dich nicht zu spielen!!	game/Story/ch2.rpy	291	extend "[what]"
chapter2_638e2aec	extend	 ...Er würde dich nicht mal am Spiel teilnehmen lassen, ohne dass du es überhaupt merkst!!!	game/Story/ch2.rpy	292	extend "[what]"
chapter2_d97b97eb	ber	....Ahaha....	game/Story/ch2.rpy	294	ber a21akuwarai3 "[what]"
chapter2_f62f8a32	extend	 ...Ahahahahahahahahahah!!!	game/Story/ch2.rpy	295	extend "[what]"
chapter2_78fda541	bea	....Kyahahahahahahaahahahah!!!	game/Story/ch2.rpy	297	bea a11akuwarai4 "[what]"
chapter2_ef5fcd39	extend	 ....Kyahahah hahahahahaha!!!!	game/Story/ch2.rpy	298	extend "[what]"
chapter2_5653d1cd	extend	 Wie überaus unterhaltsam, das gefällt mir!	game/Story/ch2.rpy	299	extend "[what]"
chapter2_90908b7a	extend	 ...Wenn er wirklich nach meinen Regeln spielen muss, würde ich es gerne mal ausprobieren.	game/Story/ch2.rpy	300	extend "[what]"
chapter2_604108c4	bea	Zu gerne würde ich sehen, wie er meine Seele mit Leichtigkeit und einem einzigen Fingerschnipsen zermalmt, bis nichts mehr übrig ist!	game/Story/ch2.rpy	301	bea "[what]"
chapter2_4d04ace9	ber	*giggle*giggle*	game/Story/ch2.rpy	302	ber a21warai4 "[what]"
chapter2_c3d4d4b7	ber	Es wird Zeit sich zu verabschieden, denn ich bin keine Hexe die lange an einem Ort bleibt.	game/Story/ch2.rpy	311	ber "[what]"
chapter2_2f34a33f	extend	 ...Ich werde weiter durch den See der Fragmente wandern und versuchen meiner Langeweile zu entkommen.	game/Story/ch2.rpy	312	extend "[what]"
chapter2_c3d49414	bea	Die Freude war ganz meinerseits, Großes Fräulein Bernkastel.	game/Story/ch2.rpy	317	bea "[what]"
chapter2_4fd4e3cd	extend	 ...Das nächste Spiel wird in den nächsten Tagen beginnen, schaut doch bei Gelegenheit mal vorbei.	game/Story/ch2.rpy	318	extend "[what]"
chapter2_a137258c		Ohne auf die Einladung zu reagieren verschwand Bernkastel ins nichts und zurückblieb nur Beato.	game/Story/ch2.rpy	329	"[what]"
chapter2_51e99329	extend	 ...Plötzlich spürte Beato eine seltsam unangenehme Präsenz, sie ist zwar nicht sehr stark, aber trotzdem ziemlich unangenehm.	game/Story/ch2.rpy	330	extend "[what]"
chapter2_5f75a3dd	bea	Hoh?	game/Story/ch2.rpy	335	bea "[what]"
chapter2_b9cc3ce1	extend	 ...Etwa noch ein Besucher aus dem See der Fragmente?	game/Story/ch2.rpy	336	extend "[what]"
chapter2_4b8ccb1d	bea	Es ist definitiv nicht Battler oder Fräulein Lambdadelta...	game/Story/ch2.rpy	337	bea "[what]"
chapter2_ecda8639	extend	 ...Es ist auch nicht die Oberinquisitorin	game/Story/ch2.rpy	338	extend "[what]"
chapter2_a05cfdc6	extend	 ... Wer auch immer das ist, Ich hoffe, dass mein Gast schwarzen Tee mag.	game/Story/ch2.rpy	339	extend "[what]"
chapter2_8d79ee51_1	extend	 *gacker*gacker*...!	game/Story/ch2.rpy	340	extend "[what]"
school_a968eb11		Die Insel Rokkenjima war am Vortag von einem schweren Taifun getroffen worden.	game/Story/schulszenario.rpy	27	"[what]"
school_cc5e3cbd	extend	 Wind, der sich anfühlt, als würde er einem die Luft aus den Lungen peitschen.	game/Story/schulszenario.rpy	28	extend "[what]"
school_bad011d1	extend	 Starker Regen, der wie das gleichmäßige, aber relativ heftige Klopfen eines Masseurs auf der Haut spürbar wird.	game/Story/schulszenario.rpy	29	extend "[what]"
school_78363de6	nat	Meine Kopfschmerzen sind seit gestern Abend deutlich schlimmer geworden.	game/Story/schulszenario.rpy	41	nat "[what]"
school_3943f7b9	extend	 Es gibt nicht einen Tag an dem mein Kopf nicht schrecklich weh tut.	game/Story/schulszenario.rpy	42	extend "[what]"
school_399d3f67	extend	 Ob es auch mit am Wetter liegt?	game/Story/schulszenario.rpy	43	extend "[what]"
school_fea3da58	nat	Der Sturm hält nun schon seit gestern Mittag an und wird von Minute zu Minute stärker...	game/Story/schulszenario.rpy	44	nat "[what]"
school_26566c8b	nat	Genji...	game/Story/schulszenario.rpy	45	nat a11komaru1 "[what]"
school_994e2a7d	extend	 Hast du meinen Mann irgendwo gesehen?	game/Story/schulszenario.rpy	46	extend "[what]"
school_288927f5	extend	 Ich habe ihn seit der gestrigen Konferenz nicht mehr gesehen.	game/Story/schulszenario.rpy	47	extend "[what]"
school_2560259e	gen	Nein.	game/Story/schulszenario.rpy	51	gen "[what]"
school_33715e55	extend	 Leider habe ich Herrn Krauss nicht gesehen.	game/Story/schulszenario.rpy	52	extend "[what]"
school_37e6affb	gen	Ich muss gestehen, nicht nur Krauss-sama ist nirgends zu sehen, auch Gohda ist nicht an seinem Arbeitsplatz.	game/Story/schulszenario.rpy	53	gen "[what]"
school_db4dbd4c	gen	Inzwischen sind auch Rosa-sama, Kyrie-sama und Rudolf-sama verschwunden.	game/Story/schulszenario.rpy	54	gen "[what]"
school_6af83924	nat	Fünf von uns sind spurlos verschwunden?	game/Story/schulszenario.rpy	55	nat a12nayamu1 "[what]"
school_3f2689cb	extend	 Genji. Hilf mir, sie zu finden, es ist ungewöhnlich, dass auch nur einer von ihnen so lange weg ist, vor allem, wenn wegen des Wetters sowieso niemand von hier weggehen kann.	game/Story/schulszenario.rpy	56	extend "[what]"
school_9beb1a08	gen	Wie Sie wünschen.	game/Story/schulszenario.rpy	57	gen a11komaru1 "[what]"
school_51e7339c		Der Bedienstete und Natsuhi stellten die ganze Villa auf den Kopf, aber von den Vermissten fehlte jede Spur.	game/Story/schulszenario.rpy	60	"[what]"
school_ed6a8f4c		Als die beiden in die Eingangshalle zurückkehrten, lief ihnen ein bekanntes Gesicht entgegen.	game/Story/schulszenario.rpy	61	"[what]"
school_d367aab3	eva	Natsuhi!	game/Story/schulszenario.rpy	71	eva "[what]"
school_4ebb5157	extend	 ...Genji!	game/Story/schulszenario.rpy	72	extend "[what]"
school_4b5f0a53	nat	Guten Morgen Eva-san	game/Story/schulszenario.rpy	74	nat "[what]"
school_8a6f7773	nat	Hast du irgendwo meinen...	game/Story/schulszenario.rpy	75	nat "[what]"
school_77df003d	eva	Mann gesehen?	game/Story/schulszenario.rpy	76	eva "[what]"
school_7fa2544e	extend	 ...Nein. Aber ich bin auf der Suche nach meinem George...	game/Story/schulszenario.rpy	77	extend "[what]"
school_5328000f	nat	Ist dein Sohn auch verschwunden?	game/Story/schulszenario.rpy	78	nat a12nayamu1 "[what]"
school_e7700493	extend	 Das kann nicht sein. Wo sind sie hin?	game/Story/schulszenario.rpy	79	extend "[what]"
school_0d21a169	nat	Was ist mit den Kindern passiert, Eva?	game/Story/schulszenario.rpy	80	nat "[what]"
school_f30a23fc	eva	Alle außer George schlafen noch.	game/Story/schulszenario.rpy	81	eva "[what]"
school_64e3adc9	nat	Gott sei Dank, ich bete, dass den anderen nichts passiert ist.	game/Story/schulszenario.rpy	82	nat a11komaru1 "[what]"
school_0a3ab640	eva	George käme nie auf die Idee, sich irgendwo zu verstecken, da ist was faul!	game/Story/schulszenario.rpy	83	eva b25komaru4 "[what]"
school_62da37dd	eva	Hideyoshi und Shannon suchen in der Nähe der Kapelle.	game/Story/schulszenario.rpy	84	eva "[what]"
school_1696d7b6	extend	 ...Ich hoffe, sie werden schnell gefunden.	game/Story/schulszenario.rpy	85	extend "[what]"
school_6964b99f	nat	Wir sollten uns ebenfalls draußen umsehen, hier im Haus ist niemand.	game/Story/schulszenario.rpy	86	nat a12defo1 "[what]"
school_25d8175f	eva	Gute Idee.	game/Story/schulszenario.rpy	87	eva b21akire1go "[what]"
school_201594c0	extend	 Genji...	game/Story/schulszenario.rpy	88	extend "[what]"
school_bb6d6aad	extend	 Bring uns Regenschirme, auch einen für dich.	game/Story/schulszenario.rpy	89	extend "[what]"
school_beb011de	gen	Wie Sie wünschen	game/Story/schulszenario.rpy	91	gen "[what]"
school_80f37e29		In diesem Moment wurde die Villa von zwei weiteren Leuten betreten.	game/Story/schulszenario.rpy	93	"[what]"
school_fc741627	extend	 Ein Arzt mit leichtem Übergewicht, der sich jetzt in seinem Ruhestand befindet.	game/Story/schulszenario.rpy	94	extend "[what]"
school_96fb1288		Dazu ein sehr ruhiger Bediensteter, der immer konzentriert wirkt und dessen Präsenz nahezu unsichtbar ist.	game/Story/schulszenario.rpy	95	"[what]"
school_b35155c0	gen	Kanon, Dr. Nanjo-sensei	game/Story/schulszenario.rpy	96	gen "[what]"
school_1d0509a6	extend	 Was ist hier los?	game/Story/schulszenario.rpy	97	extend "[what]"
school_7f833766	kan	Ich weiß es nicht, Genji-sama...	game/Story/schulszenario.rpy	105	kan "[what]"
school_208536c6	extend	 ......Es fehlen genau sechs Personen.	game/Story/schulszenario.rpy	106	extend "[what]"
school_a1d24ae2	extend	 Vielleicht war es ja die Hexe....	game/Story/schulszenario.rpy	107	extend "[what]"
school_dbf3aefb	eva	Rede nicht so einen Unsinn, geh lieber weiter auf die Suche, als in so einem Moment an ein dummes Ammenmärchen zu denken.	game/Story/schulszenario.rpy	109	eva "[what]"
school_e17d49fd	kan	Das war taktlos von mir, ich bitte um Verzeihung, Eva-sama...	game/Story/schulszenario.rpy	110	kan a13defo2 "[what]"
school_c8f17e84	nan	Werte Natsuhi-san und Eva-san.	game/Story/schulszenario.rpy	118	nan "[what]"
school_85c1a129	extend	 Ich bin bei Ihnen, für den Fall, dass jemand zu Schaden gekommen ist.	game/Story/schulszenario.rpy	119	extend "[what]"
